t,u,v,i,j
2.05206,0.361127,-0.00275563,182,100
2.05515,0.361131,-0.00275553,182,100
2.05824,0.361136,-0.00275543,182,100
2.06133,0.361142,-0.00275533,182,100
2.06442,0.361147,-0.00275524,182,100
2.06751,0.361152,-0.00275514,182,100
2.0706,0.361158,-0.00275505,182,100
2.07369,0.361163,-0.00275496,182,100
2.07678,0.361169,-0.00275487,182,100
2.07987,0.361175,-0.00275478,182,100
2.08296,0.361181,-0.00275469,182,100
2.08606,0.361187,-0.00275461,182,100
2.08915,0.361193,-0.00275453,182,100
2.09224,0.361199,-0.00275445,182,100
2.09533,0.361205,-0.00275437,182,100
2.09842,0.361212,-0.0027543,182,100
2.10151,0.361219,-0.00275422,182,100
2.1046,0.361225,-0.00275415,182,100
2.10769,0.361232,-0.00275409,182,100
2.11078,0.361239,-0.00275402,182,100
2.11387,0.361246,-0.00275396,182,100
2.11696,0.361253,-0.0027539,182,100
2.12005,0.36126,-0.00275384,182,100
2.12314,0.361267,-0.00275378,182,100
2.12623,0.361275,-0.00275373,182,100
2.12932,0.361282,-0.00275367,182,100
2.13241,0.361289,-0.00275361,182,100
2.1355,0.361297,-0.00275357,182,100
2.13859,0.361304,-0.00275352,182,100
2.14168,0.361312,-0.00275347,182,100
2.14477,0.36132,-0.00275343,182,100
2.14786,0.361328,-0.00275339,182,100
2.15095,0.361335,-0.00275336,182,100
2.15405,0.361343,-0.00275332,182,100
2.15714,0.361351,-0.00275329,182,100
2.16023,0.361359,-0.00275325,182,100
2.16332,0.361368,-0.00275322,182,100
2.16641,0.361376,-0.00275319,182,100
2.1695,0.361384,-0.00275316,182,100
2.17259,0.361393,-0.00275314,182,100
2.17568,0.361401,-0.00275311,182,100
2.17877,0.36141,-0.0027531,182,100
2.18186,0.361418,-0.00275309,182,100
2.18495,0.361426,-0.00275307,182,100
2.18804,0.361435,-0.00275306,182,100
2.19113,0.361444,-0.00275305,182,100
2.19422,0.361452,-0.00275303,182,100
2.19731,0.361461,-0.00275302,182,100
2.2004,0.36147,-0.00275301,182,100
2.20349,0.361478,-0.002753,182,100
2.20658,0.361487,-0.002753,182,100
2.20967,0.361496,-0.002753,182,100
2.21276,0.361504,-0.002753,182,100
2.21585,0.361513,-0.002753,182,100
2.21894,0.361522,-0.002753,182,100
2.22204,0.361531,-0.002753,182,100
2.22513,0.361539,-0.002753,182,100
2.22822,0.361548,-0.00275301,182,100
2.23131,0.361557,-0.00275301,182,100
2.2344,0.361566,-0.00275301,182,100
2.23749,0.361575,-0.00275302,182,100
2.24058,0.361583,-0.00275303,182,100
2.24367,0.361592,-0.00275304,182,100
2.24676,0.361601,-0.00275305,182,100
2.24985,0.36161,-0.00275306,182,100
2.25294,0.361619,-0.00275307,182,100
2.25603,0.361628,-0.00275308,182,100
2.25912,0.361637,-0.00275309,182,100
2.26221,0.361645,-0.00275311,182,100
2.2653,0.361654,-0.00275313,182,100
2.26839,0.361663,-0.00275314,182,100
2.27148,0.361672,-0.00275316,182,100
2.27457,0.361681,-0.00275317,182,100
2.27766,0.36169,-0.00275318,182,100
2.28075,0.361699,-0.0027532,182,100
2.28384,0.361707,-0.00275322,182,100
2.28693,0.361716,-0.00275323,182,100
2.29003,0.361725,-0.00275324,182,100
2.29312,0.361734,-0.00275326,182,100
2.29621,0.361743,-0.00275328,182,100
2.2993,0.361751,-0.00275329,182,100
2.30239,0.36176,-0.00275331,182,100
2.30548,0.361769,-0.00275333,182,100
2.30857,0.361778,-0.00275334,182,100
2.31166,0.361787,-0.00275335,182,100
2.31475,0.361795,-0.00275337,182,100
2.31784,0.361804,-0.00275339,182,100
2.32093,0.361813,-0.0027534,182,100
2.32402,0.361822,-0.00275342,182,100
2.32711,0.36183,-0.00275343,182,100
2.3302,0.361839,-0.00275344,182,100
2.33329,0.361848,-0.00275346,182,100
2.33638,0.361856,-0.00275348,182,100
2.33947,0.361865,-0.00275349,182,100
2.34256,0.361874,-0.0027535,182,100
2.34565,0.361882,-0.00275352,182,100
2.34874,0.361891,-0.00275353,182,100
2.35183,0.361899,-0.00275353,182,100
2.35492,0.361908,-0.00275354,182,100
2.35802,0.361917,-0.00275356,182,100
2.36111,0.361925,-0.00275357,182,100
2.3642,0.361934,-0.00275358,182,100
2.36729,0.361942,-0.00275359,182,100
2.37038,0.361951,-0.0027536,182,100
2.37347,0.361959,-0.00275361,182,100
2.37656,0.361967,-0.00275361,182,100
2.37965,0.361976,-0.00275362,182,100
2.38274,0.361984,-0.00275363,182,100
2.38583,0.361992,-0.00275363,182,100
2.38892,0.362001,-0.00275363,182,100
2.39201,0.362009,-0.00275365,182,100
2.3951,0.362017,-0.00275366,182,100
2.39819,0.362026,-0.00275365,182,100
2.40128,0.362034,-0.00275365,182,100
2.40437,0.362042,-0.00275366,182,100
2.40746,0.36205,-0.00275366,182,100
2.41055,0.362059,-0.00275367,182,100
2.41364,0.362067,-0.00275367,182,100
2.41673,0.362075,-0.00275368,182,100
2.41982,0.362083,-0.00275368,182,100
2.42291,0.362091,-0.00275368,182,100
2.42601,0.362099,-0.00275368,182,100
2.4291,0.362108,-0.00275368,182,100
2.43219,0.362116,-0.00275368,182,100
2.43528,0.362124,-0.00275368,182,100
2.43837,0.362132,-0.00275369,182,100
2.44146,0.36214,-0.00275369,182,100
2.44455,0.362148,-0.00275368,182,100
2.44764,0.362156,-0.00275369,182,100
2.45073,0.362164,-0.00275369,182,100
2.45382,0.362172,-0.00275369,182,100
2.45691,0.36218,-0.00275369,182,100
2.46,0.362188,-0.00275369,182,100
2.46309,0.362196,-0.00275369,182,100
2.46618,0.362204,-0.00275369,182,100
2.46927,0.362212,-0.0027537,182,100
